remoteId,published,modified,Titolo,Eventuale sottotitolo,Tipo di evento,Identificativo dell'evento,Date ed orari dell'evento,Descrizione breve,Argomenti,Descrizione completa,Galleria immagini,Video,Iniziativa di cui fa parte,Destinatari,Informazioni sui destinatari,Luogo dell'evento,lat,lon,address,Presenti all'evento,E' gratuito,Informazioni sui costi,Offerta,Locandina,Allegati,Punti di contatto,Contatti,Ulteriori informazioni,Organizzatori,Informazioni sugli organizzatori,Patrocinio,Sponsor,Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento,Chi presenta,Servizio di traduzione curato da,Lingue usate all'evento,Numero massimo di posti,Tempo di lettura,Parole chiave,Valutazione dell'evento,Appuntamenti,Recensione,Indicato per
c4957ccf1cc9abf88139069996111374,2024-01-15T14:15:46+01:00,2024-01-15T14:15:46+01:00,Calvino 100 - Un omaggio a Italo Calvino nel centenario dalla nascita,,Manifestazione artistica,,,Dal 9 al 12 gennaio mostra pop-up ispirata a ;Le città invisibili; di Italo Calvino.,"Tempo libero
Patrimonio culturale","Mostra pop-up ispirata a ;Le città invisibili; di Italo Calvino. Dieci artisti per dieci pop-up realizzati da Paolo Meneguz. I disegni sono stati tratti da: Erica Schweizer, Gianco Bettega, Gianluigi Zeni, Jimi Trotter, Max Gaudenzi, Nicola Degiampietro, Oreste Sabatin, Paolo Meneguz, Simone Gobber e Simona Turra.",,,,"Adulti,Anziani,Famiglie,Giovani",,Sede Biblioteca e Ufficio Attività Culturali,,,,,,https://borgochiese.pnrr.comunweb.it/content/download/3429/32577/1/Evento_biblioteca.pdf,,Contatti Biblioteca,,,,,,,,,,Italiano,0,2,,,,,
f0f5a9f10efe356a1338990f8b8f5909,2024-01-15T15:22:13+01:00,2024-01-15T15:22:13+01:00,Brione in ciaspole,,Evento sportivo,,,Domenica 28 gennaio la Proloco di Brione insieme al CAI SAT Pieve di Bono propongono due percorsi da fare insieme con le ciaspole.,"Tempo libero
Sport","La Proloco di Brione, in collaborazione con CAI SAT Pieve di Bono, organizza Brione in Ciaspole.Due i percorsi tra cui scegliere:


Percorso family: partenza alle 7:30 e arrivo alle 10:30; 490 m di dislivello per un totale di 7 km di percorrenza;

Percorso completo: partenza alle 7:00 e arrivo alle 9:00; 830 m di dislivello per un totale di 10,5 km di percorrenza.


La partecipazione è garantita tramite iscrizione entro il 26 gennaio 2024. La quota comprende:


accesso ai punti ristoro lungo il percorso;

pranzo presso la sede della Proloco a partire dalle 12:00;

gadget per tutti i partecipanti.


Possibilità di noleggiare le ciaspole a 5 Euro su prenotazione.In caso di maltempo l'evento verrà annullato.",,,,"Adulti,Bambini,Famiglie,Giovani",,,,,,Quota iscrizione adulti: 20€.Quota iscrizione bambini sotto ai 12 anni: 15€.Noleggio ciaspole: 5€.,,https://borgochiese.pnrr.comunweb.it/content/download/3430/32613/1/Copia_di_Blue_and_White_Mountain_Travel_Poster_20240106_103042_0000.pdf,,Contatti Ufficio Segreteria e affari generali,,,,,,,,,,Italiano,0,2,,,,,
8a384f22b9127320b2e98f7fa6ee4249,2024-01-18T17:57:07+01:00,2024-01-19T09:22:03+01:00,"SPETTACOLO TEATRALE ""A PESCA DI EMOZIONI""",,Evento culturale,,,SPETTACOLO TEATRALE PER RAGAZZI E BAMBINI DAI 3 ANNI,"Tempo libero
Patrimonio culturale",DOMENICA 28 GENNAIO ORE 17.30 GIUDICARIE A TEATRO PRESENTA LO SPETTACOLO TEATRALE PER RAGAZZI E BAMBINI DAI 3 ANNI ;A PESCA DI EMOZIONI; AL CENTRO SOCIOCULTURALE DI CIMEGO ,,,,Famiglie,,,,,,,,https://borgochiese.pnrr.comunweb.it/content/download/3457/33110/3/image0001.pdf,,Contatti Biblioteca,,,,,,,,,,Italiano,0,2,,,,,
6e74c75fd1f05ff8968521ea483923b5,2024-02-06T11:36:37+01:00,2024-02-06T12:31:36+01:00,Carnevale brionese,,Evento sociale,,,Domenica 11 febbraio la Proloco di Brione organizza Carnevale brionese. E' gradita prenotazione entro giovedì 8 febbraio ad ore 12.00,Tempo libero,Domenica 11 febbraio la Proloco di Brione organizza Carnevale brionese: polenta carbonera presso il piazzale dell'ex municipio. E' gradita la prenotazione entro giovedì 8 febbraio ad ore 12.00,Carnevale brionese,,,Famiglie,,,,,,"Polenta carbonera € 7,00 a porzione ",,https://www.comune.borgochiese.tn.it/content/download/3482/33610/2/Screenshot_2024_0130_205928+%282%29.jpg,,Proloco Brione ,,,,,,,,,,Italiano,0,2,,,,,
1305a6e6ee47f4f77dc3c99a4f151df3,2024-02-09T12:42:15+01:00,2024-02-09T12:47:10+01:00,Carnevale dei bambini,,Evento sociale,,,Domenica 18 febbraio la Proloco di Condino organizza il Carnevale dei bambini,Tempo libero,Domenica 18 febbraio la Proloco di Condino organizza il Carnevale dei bambini,Carnevale ,,,Famiglie,,Centro Polifunzionale,,,,,,https://www.comune.borgochiese.tn.it/content/download/3488/33742/3/0ff6bd91-3fcd-405d-bd8b-0a0c1a634658.JPG,,Proloco Condino,,,,,,,,,,Italiano,0,2,,,,,
8e5a385831c558493627ea9e1f679a30,2024-04-08T11:34:10+02:00,2024-04-08T11:34:10+02:00,Fiabe e Denaro,,Evento culturale,,,Letture e laboratori di educazione finanziaria,"Istruzione
Biblioteca",Incontro di letture e laboratori dal titolo ;Fiabe e denaro;. Letture e laboratori di educazione finanziaria; che organizziamo in biblioteca lunedì 22 aprile 2024. è' un incontro organizzato dalla Fondazione Caritro di Rovereto in collaborazione con il Sistema Bibliotecario Trentino.,,,,Bambini,"bambini tra i 6 e 11 anni,  più gli accompagnatori",Sede Biblioteca e Ufficio Attività Culturali,,,,,,https://www.comune.borgochiese.tn.it/content/download/3737/39029/1/Fiabe+e+denaro.+Versione+per+social+%281%29.jpg,,Biblioteca - 0465/622018 e-mail: biblioteca@comune.borgochiese.tn.it,,,,,,,,,,Italiano,0,2,,,,,
9fbcadd4e946f1e73991319ccaf10800,2024-05-09T14:15:34+02:00,2024-05-09T14:16:42+02:00,Tennis Camp - Estate 2024,,Evento sportivo,,,"Dolomytennis presenta Tennis Camp 2024. Settimane intensive per bambini e ragazzi dai 6 ai 16 anni, dal lunedì al venerdì' dalle ore 08.30 alle ore 12.30, incluso nella quota : merenda e tesseramento.","Tempo libero
Sport","Dolomytennis presenta Tennis Camp 2024.Settimane intensive per bambini e ragazzi dai 6 ai 16 anni.Dal Lunedì al venerdì dalla ore 08.30 alle ore 12.30, incluso nella quota : merenda e tesseramento",,,,Bambini,Dolomytennis e-mail: dolomytennis@gmail.com,Campi da tennis,,,,"100,00 settimana",,https://www.comune.borgochiese.tn.it/content/download/3849/40522/2/MANIFESTO.jpg,,Biblioteca - 0465/622018 e-mail: biblioteca@comune.borgochiese.tn.it,,,,,,,,,,,0,2,,,,,
73fc37197af1235ece9d9854df56fa4d,2024-05-09T14:54:22+02:00,2024-05-16T11:21:53+02:00,"Presentazione del Libro ""Paolina memorie di famiglia""",,Evento culturale,,,La Biblioteca Comunale di Borgo Chiese organizza in collaborazione con la libreria Passpartù la presentazione del libro ;Paolina memorie di famiglia; con la presenza dell'autore Roberto Cazzullo.,"Istruzione
Biblioteca",Giovedì 13 giugno alle ore 20.30 la Biblioteca Comunale di Borgo Chiese organizza in collaborazione con la libreria Passpartù la presentazione del libro ;Paolina memorie di famiglia; con la presenza dell'autore Roberto Cazzullo.,,,,Adulti,,Sede Biblioteca e Ufficio Attività Culturali,,,,,,https://www.comune.borgochiese.tn.it/content/download/3851/40594/3/Libro+Cazzulo+%281%29.png,,Biblioteca - 0465/622018 e-mail: biblioteca@comune.borgochiese.tn.it,,,,,,,,,,,0,2,,,,,
fa77025b27ebb1ee6e63cc48cc271b3b,2024-05-17T12:31:49+02:00,2024-05-17T12:31:49+02:00,UN TUO SEMPLICE GESTO PER IL SORRISO DI UN BIMBO ,,Incontro con esperti,,,Giovedì 23 maggio alle ore 20.30 la Croce Rossa Italiana organizza presso la sede CRI Valle del Chiese un incontro informativo sulle manovre salvavita e la prevenzione degli incidenti nell'età pediatrica ,"Ambiente
Demografia e popolazione
Diritto
Economia
Tempo libero",Giovedì 23 maggio alle ore 20.30 la Croce Rossa Italiana organizza presso la sede CRI Valle del Chiese un incontro informativo sulle manovre salvavita e la prevenzione degli incidenti nell'età pediatrica.,,,,Adulti,,Croce Rossa Italiana,,,,,,https://www.comune.borgochiese.tn.it/content/download/3896/41052/1/Locandina+Croce+Rossa.jpeg,,Croce Rossa Italiana,,,,,,,,,,,0,2,,,,,
ab0f16043699515a52b9aedc00cc2c6a,2024-06-10T10:47:21+02:00,2024-06-10T10:54:55+02:00,90° Anniversario di fondazione Gruppo Alpini di Condino,,"Raduno di comunità,Evento sociale",,,90° Anniversario di fondazione Gruppo Alpini di Condino presso Polifunzionale di Condino,"Tempo libero
Patrimonio culturale",Sabato 22 e domenica 23 giugno si terrà il 90° Anniversario di fondazione Gruppo Alpini di Condino.Programma come da locandina.,,,,Famiglie,,Centro Polifunzionale,,,,,,https://www.comune.borgochiese.tn.it/content/download/3976/42371/2/evento+alpini.pdf,,Contatti Ufficio Segreteria e affari generali,,,,,,,,,,,0,2,,,,,
