remoteId,published,modified,Titolo,Eventuale sottotitolo,Tipo di evento,Identificativo dell'evento,Date ed orari dell'evento,Descrizione breve,Argomenti,Descrizione completa,Galleria immagini,Video,Iniziativa di cui fa parte,Destinatari,Informazioni sui destinatari,Luogo dell'evento,lat,lon,address,Presenti all'evento,E' gratuito,Informazioni sui costi,Offerta,Locandina,Allegati,Punti di contatto,Contatti,Ulteriori informazioni,Organizzatori,Informazioni sugli organizzatori,Patrocinio,Sponsor,Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento,Chi presenta,Servizio di traduzione curato da,Lingue usate all'evento,Numero massimo di posti,Tempo di lettura,Parole chiave,Valutazione dell'evento,Appuntamenti,Recensione,Indicato per
de797ae95d425778bbdb157db5967133,2024-01-26T10:44:29+01:00,2024-01-26T10:44:29+01:00,Dalla memoria al monito,,Evento culturale,,,"Il 27 gennaio ricorre il Giorno della Memoria, istituito dal Parlamento italiano con la legge n.211 del 20 luglio 2000.Per celebrarlo il 26 gennaio viene proiettato il film ;La verità negata;.","Diritto
Istruzione
Questioni sociali","Il 27 gennaio ricorre il Giorno della Memoria, istituito dal Parlamento italiano con la legge n.211 del 20 luglio 2000. La data è stata scelta, come ricorda la legge stessa, quale anniversario dell’abbattimento dei cancelli di Auschwitz, in ricordo della Shoah, lo sterminio e delle persecuzioni del popolo ebraico, per “conservare nel futuro dell’Italia la memoria di un tragico ed oscuro periodo della storia nel nostro Paese e in Europa, e affinché simili eventi non possano mai più accadere”.Per sensibilizzare la cittadinanza il Gruppo Culturale Bondo &amp; Breguzzo Roncone Lardaro insieme alla Biblioteca comunale di Sella Giudicarie organizza la proiezione della pellicola ;La verità negata;, con introduzione di Marcello Carli.",,,,"Adulti,Giovani",,,,,,,,https://sellagiudicarie.pnrr.comunweb.it/content/download/6362/53034/1/Locandina+Giornata+della+Memoria+Sella+Giudicarie.jpg,,Contatti Biblioteca,,,,,,,,,,Italiano,0,2,,,,,
66202c789be79bae05d96ebfec89255a,2024-01-26T10:02:41+01:00,2024-01-26T10:02:41+01:00,Sessione forestale anno 2024,,Evento sociale,,,Il giorno 9 febbraio avviene la sessione forestale per l'anno 2024 per tutti coloro che avranno presentato domanda entro le ore 12:30 del giorno 5 febbraio.,"Agricoltura, silvicoltura e pesca
Foreste","Il 9 febbraio avviene la sessione forestale per l'anno 2024.Le domande di concessione di legname uso interno, taglio di boschi privati e richiesta di piantine per rimboschimento devono essere prese in carico dai comuni di Bondo, Breguzzo, Roncone e Lardaro entro e non oltre le 12:30 del 5 febbraio.",,,,Adulti,Solo per coloro che hanno inoltrato le domande di concessione entro le ore 12:30 del giorno 5 febbraio 2024.,,,,,,,,https://sellagiudicarie.pnrr.comunweb.it/ocmultibinary/download/6361/52999/1/5c5ab2a02b4cbabf6d4d26fa37e09fb6.pdf/file/Avviso+Sessione+Forestale+2024.pdf,Contatti Ufficio Segreteria,,,,,,,,,,,0,2,,,,,
a3ea47afc585e623415e4d4edd69aca0,2024-05-30T16:32:01+02:00,2024-05-30T16:33:24+02:00,Bandine in Concerto,,Evento culturale,,,Bandine in ConcertoConcerto della Bandine di Roncone-Pieve di Bono e della Bandina di AlaParco Lago Ronconeore 15.30,Tempo libero,Bandine in ConcertoConcerto della Bandine di Roncone-Pieve di Bono e della Bandina di AlaParco Lago Ronconeore 15.30,Concerto bandine,,,"Giovani,Famiglie,Bambini,Anziani,Adulti",,Parco Lago ,,,,,,https://www.comune.sellagiudicarie.tn.it/content/download/7412/63083/2/bandine+in+concerto.jpeg,,Banda Sociali di Roncone,,,,,,,,,,,0,2,,,,,
abeb9c90ef356b00772b2111afe06aad,2024-05-30T14:06:54+02:00,2024-05-31T14:25:18+02:00,Libere e Sovrane - Le ventuno donne che hanno fatto la Costituzione,,Evento culturale,,,Mostra,"Istruzione
Biblioteca",Mostra - Libere e sovrane - le ventuno donne che hanno fatto la costituzioneINAUGURAZIONE:mercoledì 29 maggio ore 20.00APERTURE:dal mercoledì 29 giugno a mercoledì 5 giugno 2024 dalle 20.00 alle 22.00domenica 2 giugno dalle 10.00 alle 12.00 e dalle 16.00 alle 18.00,Libere e sovrane - locandina evento,,,"Giovani,Famiglie,Bambini,Anziani,Adulti",,Biblioteca,,,,,,https://www.comune.sellagiudicarie.tn.it/content/download/7401/62870/5/Libere+e+sovrane.jpeg,,Contatti Biblioteca,,,,,,,,,,,0,2,,,,,
32996a2604fe56a82e86244508c10f03,2024-05-31T08:39:48+02:00,2024-05-31T08:39:48+02:00,Torneo di Paintball,,Evento sportivo,,,Torneo di Paintball1-2 giugno 2024Breg Adventure ParkValle di Breguzzo,Tempo libero,Torneo di Paintball1-2 giugno 2024Breg Adventure ParkValle di Breguzzo,,,,Giovani,,Breg Adventure Park,,,,,,https://www.comune.sellagiudicarie.tn.it/content/download/7456/63483/1/Torneo+di+Paintball.jpeg,,Pro Loco di Breguzzo,,,,,,,,,,,0,2,,,,,
0e96fbf5e8d951ec55ffec1a3272c642,2024-06-01T14:04:08+02:00,2024-06-01T14:04:08+02:00,Invito alla vita,,Evento culturale,,,"La Comunità delle Giudicarie, all’interno del progetto “Benessere in Comunità”, propone un incontro per sensibilizzare la comunità sulla prevenzione del suicidio il giorno martedì 4 giugno alle ore 20.30 presso la Sala Sette Pievi in via P. Gnesotti, 2 a Tione.La forza di una comunità risiede nella sua capacità di attivarsi e prendersi cura di se stessa. Questo incontro è un'occasione per unirci, riflettere e discutere su come possiamo supportarci reciprocamente nei momenti di difficoltà.Tutta la popolazione è invitata",Questioni sociali,.,Invito alla vita,,,Adulti,,Comunità delle Giudicarie,,,,,,https://www.comune.sellagiudicarie.tn.it/content/download/7468/63666/1/invito+alla+vita.jpeg,,Comunità delle Giudicarie,,,,,,,,,,,0,2,,,,,
6c469e87a4afaab1c875f00708a348d4,2024-06-05T18:44:23+02:00,2024-06-05T18:44:23+02:00,Concerto Coro Alpino Cima Ucia,,"Evento sociale,Evento culturale",,,Concerto estivo nella piazza principale dell’abitato di Roncone,Tempo libero,Concerto estivo,,,,"Giovani,Famiglie,Bambini,Adulti,Anziani",,Piazza Dante Alighieri,,,,,,,,Pro Loco di Roncone,,,,,,,,,,,0,2,,,,,
58fdae306e6b91d4e7f4a2a1d31e4bd6,2024-06-05T18:46:00+02:00,2024-06-05T18:46:00+02:00,Festa contrada Pot Anglon,,Evento sociale,,,Festa della contrada di Roncone ”Pot Anglon”,Tempo libero,Festa paesana,,,,"Giovani,Bambini,Anziani,Famiglie,Adulti",,Parcheggio via Benedetto Lucchi,,,,,,,,Pro Loco di Roncone,,,,,,,,,,,0,2,,,,,
681da4f4ab08f3b630bed757f699eedc,2024-06-05T19:03:32+02:00,2024-06-05T19:03:32+02:00,Concerto Banda Sociale di Roncone,,"Evento sociale,Evento culturale",,,Concerto estivo nella piazza principale di Roncone,Tempo libero,Concerto estivo,,,,"Adulti,Anziani,Bambini,Famiglie,Giovani",,Piazza Dante Alighieri,,,,,,,,Pro Loco di Roncone,,,,,,,,,,,0,2,,,,,
96d2df72aab45619b21caa619df6ac0e,2024-06-05T18:59:14+02:00,2024-06-05T18:59:14+02:00,Concerto Bomische Judicarien,,"Evento sociale,Evento culturale",,,Concerto estivo nella piazza principale di Roncone,Tempo libero,Concerto estivo,,,,"Giovani,Famiglie,Bambini,Adulti,Anziani",,Piazza Dante Alighieri,,,,,,,,Pro Loco di Roncone,,,,,,,,,,,0,2,,,,,
