remoteId,published,modified,Titolo,Eventuale sottotitolo,Tipo di evento,Identificativo dell'evento,Date ed orari dell'evento,Descrizione breve,Argomenti,Descrizione completa,Galleria immagini,Video,Iniziativa di cui fa parte,Destinatari,Informazioni sui destinatari,Luogo dell'evento,lat,lon,address,Presenti all'evento,E' gratuito,Informazioni sui costi,Offerta,Locandina,Allegati,Punti di contatto,Contatti,Ulteriori informazioni,Organizzatori,Informazioni sugli organizzatori,Patrocinio,Sponsor,Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento,Chi presenta,Servizio di traduzione curato da,Lingue usate all'evento,Numero massimo di posti,Tempo di lettura,Parole chiave,Valutazione dell'evento,Appuntamenti,Recensione,Indicato per
401e98dd9d6efb2035c5d8775c2a9d79,2024-02-09T10:16:22+01:00,2024-02-09T10:21:09+01:00,LibriAMOci: pagine di Parco,,Presentazione libro,,,"La rassegna “LibriAMOci: pagine di Parco”, che animerà il punto lettura “Natura e Cultura” a Carisolo fino alla prossima primavera, prevede la presentazione di pubblicazioni dedicate ai temi dei Parchi in ambito naturalistico, storico e culturale.","Istruzione
Biblioteca
Prima infanzia
Scuola materna",Valentina Gottardi con l’albo illustrato per bambini “Solo Dance” e a seguire il laboratorio “Ronzante” per bambini 6 – 10 anni. Non serve iscrizione,Lettura bambini,,,"Bambini,Famiglie",,,,,,,,,,Punto lettura “Natura e cultura” del Parco,,,,,,,,,,,0,2,,,,,
18f0813732b7e17eebd0f5da116bc63b,2024-02-09T10:14:51+01:00,2024-02-09T10:20:29+01:00,LibriAMOci: pagine di Parco,,Presentazione libro,,,"La rassegna “LibriAMOci: pagine di Parco”, che animerà il punto lettura “Natura e Cultura” a Carisolo fino alla prossima primavera, prevede la presentazione di pubblicazioni dedicate ai temi dei Parchi in ambito naturalistico, storico e culturale.",Istruzione,Andrea Grava con “Il cammino di Carlo Magno”; presentazione del libro in passeggiata lungo “il cammino” partendo dal punto lettura. L’autore dialogherà con Carla Maturi responsabile della Biblioteca comunale di Pinzolo.,Lettura,,,"Adulti,Giovani",,,,,,,,,,Punto lettura “Natura e cultura” del Parco,,,,,,,,,,,0,2,,,,,
f3ca9fb373c8b22ce0175ce11d39ed75,2024-04-04T10:13:08+02:00,2024-04-04T10:13:08+02:00,La Sarca tutta nuda e la giornata del verde,,Evento sociale,,,Cura del nostro fiume e del nostro territorio,Ambiente,La Sarca tutta nuda e la giornata del verde dedicate alla cura del nostro fiume e del nostro territorio,Sarca,,,"Adulti,Giovani",,Palazzo del Municipio,,,,,,https://www.comune.spiazzo.tn.it/content/download/2472/31325/1/Sarca.png,,Contatti Ufficio Ragioneria,,,,,,,,,,,0,2,,,,,
07318d2a8d7d88f2230941bd587c1e54,2024-04-08T11:19:50+02:00,2024-04-08T11:21:43+02:00,Cambiare si può?,,Evento sociale,,,Uno sguardo al maschile ed uno al femminile sulla violenza di genere.,Questioni sociali,Serata ;Cambiare si può?;,locandina,,,Adulti,,Palazzo del Municipio,,,,,,,,Contatti Ufficio Ragioneria,,,,,,,,,,,0,2,,,,,
3397e28953ba33f7179d121b26d47f7a,2024-05-15T10:02:14+02:00,2024-05-15T10:04:36+02:00,Mercato del sabato,,Evento d'affari o commerciale,,,Mercato del sabato,"Economia
Mercato",Mercato del sabato,,,,Adulti,,Scuola Primaria,,,,,,,,Contatti Ufficio Tributi e Attività Economiche,,,,,,,,,,,0,2,,,,,
61121aec859760f6547db549f2330db9,2024-06-12T11:41:04+02:00,2024-06-12T15:55:17+02:00,Esploraparco! Escursioni gratuite per conoscere il Parco Fluviale Sarca,,Evento sportivo,,,Escursioni con Guide Alpine e Accompagnatori di media montagna.,"Ambiente
Tempo libero",Escursioni con Guide Alpine e Accompagnatori di media montagna.,Sarca,,,"Adulti,Famiglie,Giovani",,Palazzo del Municipio,,,,"prevista una sosta per il pranzo a sacco, che non è fornito",,,https://www.comune.spiazzo.tn.it/ocmultibinary/download/2575/33017/2/5ef7cc61a119779fd35f355371aa17ca.pdf/file/557073057SARCA_loc_EsploraParco.pdf,Contatti Ufficio Segreteria - Protocollo,,,,,,,,,,,0,2,,,,,
537b791bc7cc99f301c1327cc39184f3,2024-06-18T16:54:02+02:00,2024-06-18T16:54:02+02:00,Mercatini artigianali d'agosto,,Evento d'affari o commerciale,,,Mercatini artigianali d'agosto,"Economia
Mercato",Mercatini artigianali d'agosto,mercatini,,,"Adulti,Anziani,Bambini,Famiglie,Giovani",,Via San Vigilio,,,,,,,https://www.comune.spiazzo.tn.it/ocmultibinary/download/2587/33212/1/3bb514457fd64ac183e7568d9c8baace.pdf/file/mercatini%2B31%2Bluglio%2B2024_compressed.pdf,Contatti Ufficio Segreteria - Protocollo,,,,,,,,,,,5,2,,,,,
cd5b67d3902cf33fd4b2597bc9b0b2bc,2024-06-19T09:17:24+02:00,2024-06-19T09:23:22+02:00,Gran Lotteria di Spiazzo,,"Evento d'affari o commerciale,Evento sociale",,,Gran Lotteria di Spiazzo,Tempo libero,Gran Lotteria di Spiazzo,lotteria,,,"Adulti,Anziani,Bambini,Famiglie,Giovani",,Zona sportiva Spiazzo,,,,"Costo del biglietto € 1,00",,,https://www.comune.spiazzo.tn.it/ocmultibinary/download/2591/33287/2/97c49a9df158f091327f89b033cebbf6.pdf/file/lotteria%2B2024%2B%25281%2529.pdf,Contatti Ufficio Segreteria - Protocollo,,,,,,,,,,,0,2,,,,,
9f16d8998905cedd232488f00eeb3d89,2024-07-03T09:54:43+02:00,2024-07-03T09:54:43+02:00,Raccogliamo le erbe selvatiche,,Evento culturale,,,Incontro di riconoscimento e raccolta erbe selvatiche con degustazione e visita ad aziende agricole della zona,"Ambiente
Spazio verde
Tempo libero
Patrimonio culturale","Incontro di riconoscimento e raccolta di erbe selvatiche, con successivo momento di degustazione e visita ad aziende agricole della zona",,,,"Giovani,Adulti,Anziani,Bambini,Famiglie",,Sede Consiglio Comunale,,,,"Quota di partecipazione € 25,00 per i soci ed € 30,00 per i non soci dell'Associazione Castanicoltori Val Rendena",,https://www.comune.spiazzo.tn.it/content/download/2609/33574/1/Raccolta+erbe+selvatiche+2024.png,,Contatti Madonna di Campiglio Azienda per il Turismo S.p.A.,,,,,,,,,,Italiano,0,2,,,,,
9e2cb810bd18b511fdb04722fc0961ea,2024-07-09T10:24:33+02:00,2024-07-09T10:24:33+02:00,Libero scambio di libri,,Evento culturale,,,Libero scambio di libri,"Istruzione
Biblioteca
Tempo libero
Patrimonio culturale",Libero scambio di libri,,,,"Adulti,Anziani,Bambini,Famiglie,Giovani",,Palazzo del Municipio,,,,,,https://www.comune.spiazzo.tn.it/content/download/2617/33712/1/scambio+libri+2024_page-0001+resized.jpg,,Pro Loco Spiazzo,,,,,,,,,,Italiano,0,2,,,,,
