remoteId;published;modified;Titolo;"Eventuale sottotitolo";"Tipo di evento";"Identificativo dell'evento";"Date ed orari dell'evento";"Descrizione breve";Argomenti;"Descrizione completa";"Galleria immagini";Video;"Iniziativa di cui fa parte";Destinatari;"Informazioni sui destinatari";"Luogo dell'evento";lat;lon;address;"Presenti all'evento";"E' gratuito";"Informazioni sui costi";Offerta;Locandina;Allegati;"Punti di contatto";Contatti;"Ulteriori informazioni";Organizzatori;"Informazioni sugli organizzatori";Patrocinio;Sponsor;"Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento";"Chi presenta";"Servizio di traduzione curato da";"Lingue usate all'evento";"Numero massimo di posti";"Tempo di lettura";"Parole chiave";"Valutazione dell'evento";Appuntamenti;Recensione;"Indicato per"
aa5e02c3151695b898e20696dba944c5;2023-06-21T15:29:33+02:00;2023-06-21T16:03:25+02:00;"CAREZZE SONORE - 03 febbraio  2023";"Percorso per neomamme";"Evento culturale";;;"Percorso per neomamme e i loro piccoli (0-10 mesi)";Istruzione;"Percorso per neomamme e i loro piccoli (0 - 10 mesi) per sperimentare il canale sonoro - musicale nella relazione con il proprio bambino in un contesto intimo ed accogliente, organizzato con il Patrocinio del Comune di Aldeno dalla musicoterapeuta dott.ssa Jessica Beozzo.Presso la Casa delle Associazioni in Via Roma n. 3 - ALDENO, dalle ore 10.00 alle ore 11.00 - 5 incontri: da venerdì 13 gennaio 2023.Per info e prenotazioni: Jessica Beozzo - numero 379-1110442";;;;Adulti;;;;;;;;http://aldeno.pnrr.comunweb.it/content/download/920/20076/2/Volantino%2BCarezze%2BSonore.pdf;;"Contatti Ufficio Segreteria e Protocollo";;;;;;;;;;;0;2;;;;;
5e1ec15eb88ffa18f838318a35b06e2e;2023-06-21T15:30:19+02:00;2023-06-21T16:02:14+02:00;"GIORNATA DELLA MEMORIA  2023 - UN LIBRO DI SANGUE";"Atto unico di Renzo Fracalossi";"Evento culturale";;;"a cura del CLUB ARMONIA regia di Renzo Fracalossi";Istruzione;"In occasione della Giornata della Memoria 2023 l'Amministrazione comunale organizza in collaborazione con il Coordinamento Teatrale Trentino e il Club Armonia di Trento uno spettacolo dal titolo &quot;Un libro di sangue&quot; - atto unico di Renzo Fracalossi a cura del Club Armonia - regia dell'autore.GIOVEDI' 26 GENNAIO 2023 ore: 20.30SALA CONSILIARE - Comune di AldenoIngresso libero e gratuito.";;;;Famiglie;;;;;;;;http://aldeno.pnrr.comunweb.it/content/download/937/20688/2/Locandina%2BGiorno%2Bdella%2BMemoria%2B2023_Aldeno.pdf;http://aldeno.pnrr.comunweb.it/ocmultibinary/download/937/20689/2/cc08c985320063ddd3181e4e348435db.pdf/file/A5%252BFracalossi%252Be%252BMostra%252BTerezin.pdf;"Contatti Ufficio Segreteria e Protocollo";;;"Associazione per il Coordinamento Teatrale Trentino";;;;;;;;0;2;;;;;
c50349209b354fc24ce1dcd647fecf67;2023-06-21T15:28:53+02:00;2023-06-21T16:05:07+02:00;"POMERIGGI DEI PICCOLI ALDENERI 21/01/2023";"Iniziativa promossa dal Comune di Aldeno";"Evento culturale";;;"In collaborazione con l'Associazione rEstate con NOI di Aldeno";"Demografia e popolazione
Demografia";"SABATO 21 GENNAIO 2023 dalle ore 14.30 alle ore 17.00 presso Casa della Musica - Via Martignoni, 46&quot;A TUTTA MUSICA&quot;La Banda ti aspetta alla Casa della Musica per conoscere e provare gli strumenti della banda. Giocheremo con le note, con il ritmo e insieme daremo forma alla musica.Iscrizioni: Sara Lucianer 347 7459205";;;;Bambini;;;;;;;;http://aldeno.pnrr.comunweb.it/content/download/903/19464/2/Piccoli%2Baldeneri%2B2022%2Bcopia.pdf;;"Contatti Ufficio Segreteria e Protocollo";;;;;;;;;;;0;2;;;;;
4510e8694b0b46d7a92602389bff6669;2023-06-21T15:28:36+02:00;2023-06-21T16:05:25+02:00;"POMERIGGI DEI PICCOLI ALDENERI 04/02/2023";"Iniziativa promossa dal Comune di Aldeno";"Evento culturale";;;"In collaborazione con l'Associazione rEstate con NOI di Aldeno";"Demografia e popolazione
Demografia";"SABATO 04 FEBBRAIO 2023 dalle ore 14.30 alle ore 17.00 presso Sala Polifunzionale edificio Coresidenza - Via Martignoni, 30&quot;DIAMO FORMA ALLE STORIE&quot;Pomeriggio di letture e disegni con l'attore del Teatro San Marco, Massimo Lazzeri.Iscrizioni: Elena Clappa 340 8078660 | Luisa Bernardi 338 1525171";;;;Bambini;;;;;;;;http://aldeno.pnrr.comunweb.it/content/download/896/19212/2/Piccoli%2Baldeneri%2B2022%2Bcopia.pdf;;"Contatti Ufficio Segreteria e Protocollo";;;;;;;;;;;0;2;;;;;
0b55cc7386deecc9e937fe717eacc145;2023-06-21T15:28:26+02:00;2023-06-21T16:04:24+02:00;"PILATES MAMMA - BIMBO 13/03/2023";"Percorso di ginnastica post parto per neomamme";"Evento culturale";;;"Percorso di ginnastica post parto per neomamme e i loro piccoli (0-12 mesi)";Istruzione;"Percorso di ginnastica dolce per neomamme e i loro piccoli (0 - 12 mesi). Durante il corso verranno proposti esercizi per alleviare i tipici dolori del post parto. Durante le lezioni si alterneranno momenti in cui si cercherà di favorire la socializzazione dei bambini tra loro ed altri in cui gli stessi verranno coinvolti nell'esecuzione degli esercizi con la loro mamma. Organizzato con il Patrocinio del Comune di Aldeno dalla fisioterapista - operatrice Shiatsu Sonia Tonezzer.Presso la Casa delle Associazioni in Via Roma n. 3 - ALDENO, dalle ore 14.45 alle ore 15.45 - 6 incontri: da lunedì 27 febbraio 2023.Per info e prenotazioni: Sonia Tonezzer - numero 328-1530309";;;;Adulti;;;;;;;;http://aldeno.pnrr.comunweb.it/content/download/891/19032/2/Locandina%2Bpilates%2Bmamma%2Bfebbraio.pdf;;"Contatti Ufficio Segreteria e Protocollo";;;;;;;;;;;0;2;;;;;
965d63872edce230e2fa5cba4aebda27;2023-06-21T15:28:49+02:00;2023-06-21T16:05:12+02:00;"POMERIGGI DEI PICCOLI ALDENERI 18/02/2023";"Iniziativa promossa dal Comune di Aldeno";"Evento culturale";;;"In collaborazione con l'Associazione rEstate con NOI di Aldeno";"Demografia e popolazione
Demografia";"SABATO 18 FEBBRAIO 2023 dalle ore 14.30 alle ore 17.00 presso Casa delle Associazioni edificio Cassa Rurale - Via Roma, 3&quot;ASGARD IN GIOCO, GIOCASGARD, UNA SCATOLA DI DIVERTIMENTI&quot;Asgard si mette in gioco! Un pomeriggio da passare assieme nel fatastico mondo del gioco intelligente e non solo. Asgard ti accoglie per dare spazio alla tua fantasia da condividere con tutti i tuoi amici e perchè no, magari di averne di nuovi!! Mettiti in gioco anche tu e entra a far parte del fantastico mondo dei giochi da tavolo! Ad Asgard non ci si annoia mai!!Iscrizioni: Giulio De Cicco 349 1399492";;;;Bambini;;;;;;;;http://aldeno.pnrr.comunweb.it/content/download/901/19392/2/Piccoli%2Baldeneri%2B2022%2Bcopia.pdf;;"Contatti Ufficio Segreteria e Protocollo";;;;;;;;;;;0;2;;;;;
4e2838ed9747654e015a0e78a1b73822;2023-06-21T15:28:11+02:00;2023-06-21T16:04:41+02:00;"MINI-CORSO DI TEATRO 17/02/2023";;"Evento culturale";;;"Organizzato dall'Associazione Filodrammatica el Campanil; con il patrocinio del Comune di Aldeno";Istruzione;"La Filodrammatica &quot;el Campanil&quot; di Aldeno organizza un mini-corso gratuito di recitazione per bambini e ragazzi dai 10 ai 18 anni.Dal 20 gennaio al 24 febbraio il venerdì pomeriggio dalle ore 17.30 alle ore 19.30 presso la Casa delle Associazioni in via Roma, 3.Posti limitati: massimo 15 partecipanti.";;;;Bambini;;;;;;;;http://aldeno.pnrr.comunweb.it/content/download/885/18816/2/Locandina%2Bper%2Bcorso%2Bteatro.pdf;;"Contatti Ufficio Segreteria e Protocollo";;;"Filodrammatica ""El Campanil"" di Aldeno";;;;;;;;0;2;;;;;
e0c91562df2b20d9d62c048f378253f4;2023-06-21T15:28:32+02:00;2023-06-21T16:05:31+02:00;"PILATES MAMMA - BIMBO 27/03/2023";"Percorso di ginnastica post parto per neomamme";"Evento culturale";;;"Percorso di ginnastica post parto per neomamme e i loro piccoli (0-12 mesi)";Istruzione;"Percorso di ginnastica dolce per neomamme e i loro piccoli (0 - 12 mesi). Durante il corso verranno proposti esercizi per alleviare i tipici dolori del post parto. Durante le lezioni si alterneranno momenti in cui si cercherà di favorire la socializzazione dei bambini tra loro ed altri in cui gli stessi verranno coinvolti nell'esecuzione degli esercizi con la loro mamma. Organizzato con il Patrocinio del Comune di Aldeno dalla fisioterapista - operatrice Shiatsu Sonia Tonezzer.Presso la Casa delle Associazioni in Via Roma n. 3 - ALDENO, dalle ore 14.45 alle ore 15.45 - 6 incontri: da lunedì 27 febbraio 2023.Per info e prenotazioni: Sonia Tonezzer - numero 328-1530309";;;;Adulti;;;;;;;;http://aldeno.pnrr.comunweb.it/content/download/894/19140/2/Locandina%2Bpilates%2Bmamma%2Bfebbraio.pdf;;"Contatti Ufficio Segreteria e Protocollo";;;;;;;;;;;0;2;;;;;
9cab65383ac96f1300590ffe3d85db59;2023-06-21T15:28:27+02:00;2023-06-21T16:05:36+02:00;"PILATES MAMMA - BIMBO 17/02/2023";"Percorso di ginnastica post parto per neomamme";"Evento culturale";;;"Percorso di ginnastica post parto per neomamme e i loro piccoli (0-12 mesi)";Istruzione;"Percorso di ginnastica dolce per neomamme e i loro piccoli (0 - 12 mesi). Durante il corso verranno proposti esercizi per alleviare i tipici dolori del post parto. Durante le lezioni si alterneranno momenti in cui si cercherà di favorire la socializzazione dei bambini tra loro ed altri in cui gli stessi verranno coinvolti nell'esecuzione degli esercizi con la loro mamma. Organizzato con il Patrocinio del Comune di Aldeno dalla fisioterapista - operatrice Shiatsu Sonia Tonezzer.Presso la Casa delle Associazioni in Via Roma n. 3 - ALDENO, dalle ore 14.45 alle ore 15.45 - 6 incontri: da lunedì 27 febbraio 2023.Per info e prenotazioni: Sonia Tonezzer - numero 328-1530309";;;;Bambini;;;;;;;;http://aldeno.pnrr.comunweb.it/content/download/892/19068/2/Locandina%2Bpilates%2Bmamma%2Bfebbraio.pdf;;"Contatti Ufficio Segreteria e Protocollo";;;;;;;;;;;0;2;;;;;
1f5a25f49b3d9e5afe902b1ca35ee3e2;2023-06-21T15:30:38+02:00;2023-06-21T16:04:11+02:00;"EL PRESEPE DEL BAMBINEL - 17 gennaio 2023";"Iniziativa patrocinata dal Comune di Aldeno";"Evento culturale";;;"Presepe animato da Mauro Goller e figli in collaborazione con Claudio Cortelletti";"Tempo libero
Patrimonio culturale";"Presepe animato da Mauro Goller e figli in collaborazione con Claudio Cortelletti.L’iniziativa è promossa da Claudio Osti e Mauro Goller a favore della ricerca contro le malattie rare dei bambini, in collaborazione con l’Associazione ASSACCI odv accreditata presso l’Istituto Gaslini di Genova.Dal 3 DICEMBRE 2022 al 22 GENNAIO 2023 dalle ore 17.00 alle ore 22.00 - Via Fabio Filzi, 10/3 Aldeno (TN)Ulteriori informazioni sulla locandina allegata.";;;;Famiglie;;;;;;;;http://aldeno.pnrr.comunweb.it/content/download/944/20940/2/Locandina%2BEl%2BPresepe%2Bdel%2Bbambinel.pdf;;"Contatti Ufficio Segreteria e Protocollo";;;"Associazione Assacci";;;;;;;;0;2;;;;;
