name;address;comune;open_hours;phone_number;website
Circolo Tennis Cavalese Asd;Localit Parco della Pieve, 1;Cavalese;"""sunday: 08:00 - 23:00, monday: 08:00 - 23:00, tuesday: 08:00 - 23:00, wednesday: 08:00 - 23:00, thursday: 08:00 - 23:00, friday: 08:00 - 23:00, saturday: 08:00 - 23:00""";0462340003;
Circolo Tennis Pergine Assoc.Sport.Dilettantistica;Viale Petri, 2;Pergine Valsugana;"""""";0461532169;
Comune di Asiago;Via Stazione, 1;Asiago;"""""";042464144;
Dilettantistica Tennis Levico Terme;Localit Belvedere;Levico Terme;"""sunday: 08:00 - 23:00, monday: 08:00 - 23:00, tuesday: 08:00 - 23:00, wednesday: 08:00 - 23:00, thursday: 08:00 - 23:00, friday: 08:00 - 23:00, saturday: 08:00 - 23:00""";3394631152;
Golf Club Asiago;Via Meltar, 2;Asiago;"""""";0424462721;
Ice Rink Pin;Via dello Via dello Stadio, 17;Baselga di Pin;"""sunday: 09:00 - 12:30, tuesday: 09:00 - 12:30 / 14:00 - 16:30, wednesday: 09:00 - 12:30 / 14:00 - 16:30, thursday: 09:00 - 12:30 / 14:00 - 16:30, friday: 09:00 - 12:30 / 14:00 - 16:30, saturday: 09:00 - 12:30 / 14:00 - 16:30""";0461554167;
Ice Rink Pine';Via dello Stadio Fraz Miola 17;Baselga di Pin;"""""";0461554167;
Ice Rink Pine' S.r.l.;Frazione Miola, 17;Baselga di Pin;"""""";0461557476;
Pala Odegar;Piazza della Stazione, 1;Asiago;"""sunday: 00:00 - 23:59, monday: 00:00 - 23:59, tuesday: 00:00 - 23:59, wednesday: 00:00 - 23:59, thursday: 00:00 - 23:59, friday: 00:00 - 23:59, saturday: 00:00 - 23:59""";042464144;
Palaghiaccio di Cavalese;Via Cermis;Cavalese;"""""";0462231252 0462230407;
Palasport Gallio Calcio 5;Via Roma, 1;Gallio;"""""";;
Palazzetto di Caldonazzo;Via Marconi, 9;Caldonazzo;"""tuesday: 17:00 - 21:00, wednesday: 17:00 - 21:00, thursday: 17:00 - 21:00, friday: 17:00 - 21:00, saturday: 17:00 - 21:00""";0461718105;
Panarotta S.r.l.;Localita' Panarotta, 1;Levico Terme;"""""";3470333532;
Piscina Cavalese;Via Fratelli Bronzetti, 60;Cavalese;"""sunday: 09:00 - 21:00 / 09:30 - 20:00, monday: 09:00 - 21:00 / 09:30 - 20:00, tuesday: 09:00 - 21:00 / 09:30 - 20:00, wednesday: 09:00 - 21:00 / 09:30 - 20:00, thursday: 09:00 - 21:00 / 09:30 - 20:00, friday: 09:00 - 21:00 / 09:30 - 20:00, saturday: 09:00 - 21:00 / 09:30 - 20:00""";0462230407;
Piscina Comunale Cavalese;Via Rossini, 3;Cavalese;"""sunday: 10:00 - 20:00, monday: 10:00 - 20:00, tuesday: 09:00 - 21:00, wednesday: 09:00 - 21:00, thursday: 09:00 - 21:00, friday: 09:00 - 21:00, saturday: 09:00 - 21:00""";0462341810;
Pista Motocross;Frazione Canezza;Pergine Valsugana;"""monday: 09:00 - 12:00 / 15:00 - 18:00""";3283636093;
Rocco Angelo Gestioni Impianti Sportivi;Via Maggiore;Roana;"""sunday: 09:30 - 19:30, monday: 09:30 - 19:30, tuesday: 09:30 - 21:30, wednesday: 09:30 - 21:30, thursday: 09:30 - 21:30, friday: 09:30 - 21:30, saturday: 09:30 - 21:30""";0424450154;
Societa' per L'Amministrazione e La Gestione di Impianti Sportivi - S.A.G.I.S. S.r.l.;Localita' Lagorai, 3;Cavalese;"""""";0462341810;
S.S.D. Rari Nantes Valsugana a R.L.;Piazza dalla Chiesa Carlo Alberto, 1;Levico Terme;"""""";0461700373;
Tennis Club Asiago;Via Verdi, 19;Asiago;"""""";3662870953;
Tennis Club Fonzaso;Via Zucco A., 7;Fonzaso;"""sunday: 08:00 - 23:59, monday: 08:00 - 23:59, tuesday: 08:00 - 23:59, wednesday: 08:00 - 23:59, thursday: 08:00 - 23:59, friday: 08:00 - 23:59, saturday: 08:00 - 23:59""";04395132;
