remoteId,published,modified,Titolo,Eventuale sottotitolo,Tipo di evento,Identificativo dell'evento,Date ed orari dell'evento,Descrizione breve,Argomenti,Descrizione completa,Galleria immagini,Video,Iniziativa di cui fa parte,Destinatari,Informazioni sui destinatari,Luogo dell'evento,lat,lon,address,Presenti all'evento,E' gratuito,Informazioni sui costi,Offerta,Locandina,Allegati,Punti di contatto,Contatti,Ulteriori informazioni,Organizzatori,Informazioni sugli organizzatori,Patrocinio,Sponsor,Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento,Chi presenta,Servizio di traduzione curato da,Lingue usate all'evento,Numero massimo di posti,Tempo di lettura,Parole chiave,Valutazione dell'evento,Appuntamenti,Recensione,Indicato per
1cbdd1253b0026b113e4e8f3875374c0,2024-01-15T14:16:53+01:00,2024-01-15T14:17:57+01:00,"MUSICA, FILM E PIZZA ""VENERDI' AL CENTRO"" - WINTER EDITION",,Evento culturale,,,"Durante il mese di gennaio, gli educatori di Progetto 92 dello spazio ,SARAI AL CENTRO, propongono tre appuntamenti da non perdere presso la Casa delle Associazioni  - via Roma nr. 3.","Demografia e popolazione
Associazioni
Volontariato
Tempo libero","Durante il mese di gennaio, gli educatori di Progetto 92 dello spazio ,SARAI AL CENTRO, propongono tre appuntamenti da non perdere con musica, cinema e una pizza in compagnia presso la Casa delle Associazioni  - via Roma nr. 3. La partecipazione è su prenotazione fino ad esaurimento posti. Per informazioni e iscrizioni chiamare il 320 7497942 o scrivere a epicentro@progetto92.net Per i dettagli sugli eventi consultare la locandina allegata.",,,,"Bambini,Giovani",,,,,,,,https://aldeno.pnrr.comunweb.it/content/download/1325/27982/1/Locandina+venerdi%CC%80+al+centro+A4.pdf,,Cooperativa sociale Progetto 92,,,,,,,,,,,0,2,,,,,
80208b170be89f41a5e276fb890e9c8e,2024-01-15T14:16:32+01:00,2024-01-15T14:16:32+01:00,"MUSICA, FILM E PIZZA ""VENERDI' AL CENTRO"" - WINTER EDITION",,Evento culturale,,,"Durante il mese di gennaio, gli educatori di Progetto 92 dello spazio ,SARAI AL CENTRO, propongono tre appuntamenti da non perdere presso la Casa delle Associazioni  - via Roma nr. 3.","Demografia e popolazione
Associazioni
Volontariato
Tempo libero","Durante il mese di gennaio, gli educatori di Progetto 92 dello spazio ,SARAI AL CENTRO, propongono tre appuntamenti da non perdere con musica, cinema e una pizza in compagnia presso la Casa delle Associazioni  - via Roma nr. 3. La partecipazione è su prenotazione fino ad esaurimento posti. Per informazioni e iscrizioni chiamare il 320 7497942 o scrivere a epicentro@progetto92.net Per i dettagli sugli eventi consultare la locandina allegata.",,,,"Bambini,Giovani",,,,,,,,https://aldeno.pnrr.comunweb.it/content/download/1324/27946/1/Locandina+venerdi%CC%80+al+centro+A4.pdf,,Cooperativa sociale Progetto 92,,,,,,,,,,,0,2,,,,,
2eb2a75605d55112d2e16518124eae4c,2024-01-18T14:28:41+01:00,2024-01-18T14:28:41+01:00,INCONTRO FORMATIVO SULLE MANOVRE SALVAVITA IN ETA' PEDIATRICA,,"Evento sociale,Incontro con esperti",,,"VENERDI' 19 GENNAIO alle ore 20:30 presso l'Aula Magna delle Scuole Elementari si terrà un incontro formativo sulle manovre salvavita in caso di ostruzione delle vie aeree da corpo estraneo in età pediatrica, organizzato da AVIS Aldeno Cimone Garniga Terme in collaborazione con la Croce Rossa Italiana.","Demografia e popolazione
Associazioni
Volontariato
Istruzione
Questioni sociali","Nell’ottica di sensibilizzazione dell’opinione pubblica, informazione alla comunità e diffusione della cultura del soccorso, VENERDI' 19 GENNAIO alle ore 20:30 presso l'Aula Magna delle Scuole Elementari si terrà un incontro formativo sulle manovre salvavita in caso di ostruzione delle vie aeree da corpo estraneo in età pediatrica, organizzato da AVIS Aldeno Cimone Garniga Terme in collaborazione con la Croce Rossa Italiana.",,,,"Adulti,Famiglie",,Scuola primaria,,,,,,https://aldeno.pnrr.comunweb.it/content/download/1476/32576/1/Locandina+serata+disostruzione+pediatrica+19.01.2024.pdf,,Contatti Ufficio Segreteria e Protocollo,,,"Associazione Italiani Sangue - A.V.I.S. Comunale Aldeno, Cimone e Garniga Terme",,,,,,,,0,2,,,,,
910cc51b0d36d218997abed307915f83,2024-01-24T15:07:31+01:00,2024-01-24T15:07:31+01:00,"GIORNATA DELLA MEMORIA 2024 - ""MUSIK MACHT FREI""",,Evento culturale,,,Performance narrativa a cura del Teatro delle QuisquiliePerformance narrativa con accompagnamento musicale ispirata al libro di Anna Lavatelli “Il violino di Auschwitz” a cura del Teatro delle Quisquilie.,Tempo libero,Performance narrativa ,Musik macht frei, con accompagnamento musicale ispirata al libro di Anna Lavatelli “Il violino di Auschwitz” a cura del Teatro delle Quisquilie.Evento riservato ai ragazzi della scuola secondaria di primo grado e alle classi quarte e quinte della scuola primaria.,Giornata della Memoria,,CINEMA - ONE LIFE,"Bambini,Giovani",9-11 anni11-14 anni,Teatro comunale Aldeno,,,,,,https://www.comune.aldeno.tn.it/content/download/1485/32732/1/LOCANDINA_A3_giornata+della+memoria.pdf,,Contatti Ufficio Segreteria e Protocollo,,,Comune di Aldeno,,,,,,,,218,2,,,,,
16a5cd2379a4bba515d76083349d746d,2024-01-24T15:14:33+01:00,2024-01-24T15:14:33+01:00,"GIORNATA DELLA MEMORIA 2024 - ""LA CONGIURA""",,Evento culturale,,,A cura del Club ArmoniaAtto unico di Renzo Fracalossi che indaga le radici dell'antisemitismo in Europa.,Tempo libero,A cura del Club ArmoniaAtto unico di Renzo Fracalossi che indaga le radici dell'antisemitismo in Europa.,Giornata della Memoria,,"GIORNATA DELLA MEMORIA 2024 - ""MUSIK MACHT FREI""",Adulti,,Teatro comunale Aldeno,,,,,,https://www.comune.aldeno.tn.it/content/download/1486/32768/1/LOCANDINA_A3_giornata+della+memoria.pdf,,Contatti Ufficio Segreteria e Protocollo,,,Comune di Aldeno,,,,,,,,218,2,,,,,
52bf369c5d6682a8cf3fb7e93642b6d3,2024-01-24T15:34:48+01:00,2024-01-24T15:34:48+01:00,FILM - IL RAGAZZO E L'AIRONE,,Evento culturale,,,"Regia di Hayao Miyazaki con Masaki Suda, Takuya Kimura, Kô Shibasaki, Yoshino Kimura, Shôhei Hino. Animazione.",Tempo libero,"Regia di Hayao Miyazaki con Masaki Suda, Takuya Kimura, Kô Shibasaki, Yoshino Kimura, Shôhei Hino. Animazione.
Tokyo, 1943.
Siamo in piena Guerra del Pacifico, Mahito è un ragazzino di dodici anni, un terribile incendio in un ospedale uccide sua madre Hisako.
Suo padre Shoichi (voce originale Takuya Kimura) si risposa con Natsuko (voce originale Yoshino Kimura), sua zia. La famiglia decide di trasferirsi e in Mahito cresce il forte desiderio di poter rivedere sua madre.
Un giorno, giocando tra le rovine di una torre, il ragazzino incontra un Airone grigio (voce originale Masaki Suda) che gli presta le sue piume per costruirsi delle frecce. Quando in seguito, trova un libro che sua madre voleva regalargli con delle annotazioni scritte da lei, Mahito si interroga a lungo sulla vita e sulla morte anche parlandone con suo zio (voce originale Shohei Hino).Ma sarà proprio l’Airone a mostrargli la strada per un mondo fantastico, dove la morte finisce e la vita trova un nuovo inizio…",IL RAGAZZO E L'AIRONE,,,"Bambini,Famiglie",,Teatro comunale Aldeno,,,,"Ingresso:Intero Euro 7,00.=Ridotto Euro 5,00.= (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria:45 minuti prima della proiezione.",,https://www.comune.aldeno.tn.it/content/download/1487/32804/1/CTT_ALDENO_CINEMA-gen-feb24_loc31x46cm_alta.pdf,https://www.comune.aldeno.tn.it/ocmultibinary/download/1487/32805/1/48d1139435e7d78c20ec6e02e0d2d78b.pdf/file/CTT_ALDENO_CINEMA-gen-feb24_volantino_alta.pdf,Contatti Ufficio Biblioteca,,Coordinamento Teatrale Trentino - http://www.trentinospettacoli.it/,Associazione per il Coordinamento Teatrale Trentino,,,,,,,,218,2,,,,,
d30b73990e929e26d6faf68941ccfe05,2024-01-24T14:48:41+01:00,2024-01-24T15:18:00+01:00,CINEMA - ONE LIFE,,Evento culturale,,,In occasione della Giornata della Memoria sarà proiettato il Film ONE LIFE,Tempo libero,"SABATO 27 GENNAIO ore 20.30 proiezione di ,ONE LIFE, Regia di James Hawes con Anthony Hopkins, Johnny Flynn, Helena Bonham Carter, Jonathan Pryce, Lena Olin. Biografico, storico, drammatico.
La vera storia di Nicholas Winton, un agente di borsa britannico figlio di genitori ebrei tedeschi. Negli anni Trenta, l’uomo salvò centinaia di bambini dallo sterminio nazista.
Siamo in Cecoslovacchia alla vigilia della Seconda Guerra Mondiale, Winton ha 29 anni e crea un piano di salvataggio, noto come Operazione Kindertransport (tradotto letteralmente come “trasporto di bambini”), che prevede il trasporto di centinaia di bambini tra cui molti ebrei, fuori dal paese prima dell’inizio del conflitto.
Grazie a questa operazione, i piccoli furono nascosti e si salvarono dai campi di concentramento. Nicholas Winton, volle reagire a l’apatia e all’indifferenza del Governo e riuscì a far scappare un totale di 669 bambini prima che la missione venisse interrotta a causa della chiusura dei confini.Il suo impegno fu riconosciuto pubblicamente solo negli anni Ottanta, quando ebbe l’occasione di incontrare nuovamente gran parte degli allora bambini a cui salvò la vita.GIORNATA DELLA MEMORIA - INGRESSO UNICO EURO 4.00.=",ONE LIFE,,,Adulti,,Teatro comunale Aldeno,,,,Ingresso unico Euro 4.00.=,,https://www.comune.aldeno.tn.it/content/download/1483/32687/2/CTT_ALDENO_CINEMA-gen-feb24_loc31x46cm_alta.pdf,,Coordinamento Teatrale Trentino ,,,Associazione per il Coordinamento Teatrale Trentino,,,,,,,,218,2,,,,,
b67c6f9cf0d38d8acbfce0ae56500a7a,2024-01-24T16:24:05+01:00,2024-01-24T16:28:11+01:00,FILM - PAW PATROL - Il super film,,Evento culturale,,,"
Regia di Callan Brunker.Animazione",Tempo libero,"
Regia di Callan Brunker.Animazione
I cani di Ricerca &amp, Soccorso, come sempre guidati dal ragazzino Ryder, ricevono dei superpoteri dopo la caduta di un misterioso meteorite su Adventure City, diventando così Super Cuccioli. Riescono a sollevare pesi mastodontici e a sparare palle di fuoco dalle zampe. Skye, il più piccolo, acquisisce il superpotere di esaudire i sogni.
Ora sono pronti per affrontare il loro nemico giurato, il Sindaco Humdinger, che evade di prigione e si allea con una pazza e perfida scienziata, Victoria Vance. La donna e il malvagio sindaco vogliono impossessarsi dei poteri del meteorite per diventare Super Cattivi.Quando ci riescono, i cuccioli uniscono le forze per combatterli e salvare la città. A fare la differenza sarà proprio il piccolo Skye…",PAW PATROL,,,"Bambini,Famiglie",,Teatro comunale Aldeno,,,,"INGRESSO:Intero Euro 7,00.=Ridotto Euro 5,00.= (over 65, minori 14 anni, studenti fino ai 25 anni)Orario biglietteria presso Teatro: 45 minuti prima della proiezione.",,https://www.comune.aldeno.tn.it/content/download/1495/32984/1/CTT_ALDENO_CINEMA-gen-feb24_loc31x46cm_alta.pdf,https://www.comune.aldeno.tn.it/ocmultibinary/download/1495/32985/1/ad949df4b6c2a3490cea084a7eb56a47.pdf/file/CTT_ALDENO_CINEMA-gen-feb24_volantino_alta+%281%29.pdf,Coordinamento Teatrale Trentino ,,Ufficio Segreteria comunale - telefono 0461.842523Coordinamento Teatrale Trentino - http://www.trentinospettacoli.it/,Associazione per il Coordinamento Teatrale Trentino,,,,,,,,218,2,,,,,
ec559abadd77e45d55ac606cb9dfca2a,2024-01-24T16:00:13+01:00,2024-01-24T16:15:34+01:00,FILM - 50 KM ALL'ORA,,Evento culturale,,,"Regia di Fabio De Luigi con Stefano Accorsi, Fabio De Luigi, Alessandro Haber, Elisa Di Eusanio, Paolo Cevoli. Animazione.",Tempo libero,"Regia di Fabio De Luigi con Stefano Accorsi, Fabio De Luigi, Alessandro Haber, Elisa Di Eusanio, Paolo Cevoli. Animazione.
Due fratelli hanno vissuto lontano per molti anni a causa di un rapporto conflittuale.
Quando il padre muore, si ritrovano al suo funerale ed è l’occasione per i due di affrontare i demoni del passato. Ritrovano due vecchie moto scassate che si erano costruiti da ragazzini e decidono di fare un viaggio insieme attraverso l’Italia. I giorni trascorsi sulle due ruote aiuteranno i fratelli a chiarire i rancori e ad analizzare il loro rapporto.Un percorso che li riunirà riportandoli a casa…",50 KM ALL'ORA,,,"Famiglie,Giovani",,Teatro comunale Aldeno,,,,"INGRESSO:Intero Euro 7,00.=Ridotto Euro 5,00.= (over 65, minori 14 anni, studenti fino ai 25 anni)Orario biglietteria presso Teatro: 45 minuti prima della proiezione.",,https://www.comune.aldeno.tn.it/content/download/1489/32849/2/CTT_ALDENO_CINEMA-gen-feb24_loc31x46cm_alta.pdf,https://www.comune.aldeno.tn.it/ocmultibinary/download/1489/32850/2/ad949df4b6c2a3490cea084a7eb56a47.pdf/file/CTT_ALDENO_CINEMA-gen-feb24_volantino_alta+%281%29.pdf,Coordinamento Teatrale Trentino ,,Ufficio Segreteria comunale - telefono 0461.842523Coordinamento Teatrale Trentino - http://www.trentinospettacoli.it/,Associazione per il Coordinamento Teatrale Trentino,,,,,,,,218,2,,,,,
1fc1f6161135cedcf03b59ca015aa938,2024-01-24T16:20:36+01:00,2024-01-24T16:23:45+01:00,FILM - BARBIE,,Evento culturale,,,"
Regia di Greta Gerwig con Margot Robbie, Ryan Gosling, Kate McKinnon, Simu Liu, America Ferrera.Avventura, Azione, Commedia",Tempo libero,"
Regia di Greta Gerwig con Margot Robbie, Ryan Gosling, Kate McKinnon, Simu Liu, America Ferrera.Avventura, Azione, Commedia
Ambientato nel fantastico mondo di Barbie Land.Vivere qui significa non solo abitare nel luogo perfetto, ma essere anche perfetti, a meno che non tu stia attraversando una profonda crisi esistenziale… oppure tu sia uno dei Ken.",BARBIE,,,"Bambini,Famiglie,Giovani",,Teatro comunale Aldeno,,,,"INGRESSO:Intero Euro 7,00.=Ridotto Euro 5,00.= (over 65, minori 14 anni, studenti fino ai 25 anni)Orario biglietteria presso Teatro: 45 minuti prima della proiezione.",,https://www.comune.aldeno.tn.it/content/download/1493/32939/1/CTT_ALDENO_CINEMA-gen-feb24_loc31x46cm_alta.pdf,https://www.comune.aldeno.tn.it/ocmultibinary/download/1493/32940/1/ad949df4b6c2a3490cea084a7eb56a47.pdf/file/CTT_ALDENO_CINEMA-gen-feb24_volantino_alta+%281%29.pdf,Coordinamento Teatrale Trentino ,,Ufficio Segreteria comunale - telefono 0461.842523Coordinamento Teatrale Trentino - http://www.trentinospettacoli.it/,Associazione per il Coordinamento Teatrale Trentino,,,,,,,,218,2,,,,,
