legalName,lat,lon,openingHours,telephone,email,url,sport,lit,covered,surface
,45.91221581111111,11.16367011111111,,,,,equestrian,,,
,46.04194906,11.13824418,,,,,soccer,,,grass
Campetto Sintetico,46.056939920000005,11.149947919999999,,,,,soccer,,,artificial_turf
,46.0795615,11.27944088,,,,,soccer,True,,grass
Pista motocross,46.07342801428571,11.266469007142856,,,,,motocross,,,
,46.16333004,11.30496614,,,,,soccer,True,,grass
,46.269682239999995,11.41314652,,,,,soccer,,,
,46.036016020000005,11.253898239999998,,,,,soccer,,,
,45.9879176,11.264229183333335,,,,,equestrian,,,grass
,45.882925328571424,10.851535514285713,,,,,soccer,True,,grass
,45.87974982,11.05512114,,,,,soccer,,,
,45.87932382,11.05492698,,,,,soccer,,,
Campo dell'Oratorio,45.962415899999996,10.90910242857143,,,,,soccer,,,
Campo da calcio,45.870196528571434,10.775167821428571,,,,,soccer,,,plastic
,46.17445644,11.222384,,,,,tennis,,,
Pra delle Moneghe,45.881974033333336,11.037777916666668,,,,,soccer,,,
Centro polivalente di Darzo Carlo Maffei,45.8344218125,10.5512128,,,,,climbing,,,
Skatepark Villa,46.0521443,11.144818419999998,,,,,skateboard,,,
,46.05201632,11.14465792,,,,,beachvolleyball,True,,sand
,45.918542887499996,10.831858137500001,,,,,tennis,,,
,45.904279862500005,10.8388342,,,,,soccer,,,
Circolo Tennis Torbole,45.875405959999995,10.876913939999998,,,,,tennis,True,,grass
,45.852286340000006,11.009782379999999,,,,,tennis,,,
,45.85236456,11.01042078,,,,,tamburello,,,
,46.10621122,11.29907846,,,,,soccer,,,
,46.177752925,11.168690424999998,,,,,soccer,,,
Chizzola,45.80983200526316,11.00482532631579,,,,,soccer,,,
,46.41074306,11.18890332,,,,,soccer,True,,grass
,45.80872934285714,10.970200857142856,,,,,soccer,,,
,45.93252212,11.09104352,,,,,tennis,True,,artificial_turf
Intecomunale Nomi Calliano,45.93075506666667,11.088216366666666,,,,,soccer,False,,grass
,45.9328418,11.0907771,,,,,boules,True,,concrete
,45.93234481666667,11.091679333333333,,,,,soccer,True,,artificial_turf
,45.82440929,10.95955017,,,,,soccer,,,artificial_turf
,45.82313324444444,10.958733977777776,,,,,soccer,True,,grass
,46.097422619999996,11.118026019999999,,,,,soccer,True,,artificial_turf
,46.09758916,11.116602720000001,,,,,soccer,True,,grass
,46.09793256,11.11767938,,,,,basketball,True,,
,45.94327173999999,11.110028199999999,,,,,soccer,,,
,45.94222423333334,11.110455783333334,,,,,tamburello,,,compacted
,45.881100520000004,11.069290200000001,,,,,rugby_league,,,
Centro Sportivo Intercomunale Mezzano,46.153972550000006,11.8123047,,,,,soccer; athletics,,,grass
,46.15397096,11.81226058,,,,,soccer,,,grass
,46.427237919999996,11.686883839999998,,,,,bowls,,,
Tennis,46.427779259999994,11.68672484,,,,,tennis,,,
,45.89228748181818,10.605570654545454,,,,,soccer,,,
,45.89084804,10.60514342,,,,,tennis,,,
Rene,46.425814179999996,11.685428060000001,,,,,tennis,,,
,46.08014620000001,11.11394904,,,,,basketball,True,,artificial_turf
,46.45820452,11.69932958,,,,,tennis,,,
,46.4762766,11.74715892,,,,,bowls,,,
,46.475522080000005,11.74726162,,,,,tennis,,,
,46.4764664,11.748175219999998,,,,,soccer,,,
,46.47536563999999,11.74703372,,,,,tennis,,,
,45.84499805714286,11.011253242857142,,,,,soccer,True,,grass
Campo Sportivo Cerfenal,46.299036259999994,11.50420748,,,,,soccer,,,
,45.92066619090909,11.0326156,,,,,soccer,,,
,46.287616660000005,11.46045578,,,,,soccer,,,
,46.28732298,11.460606899999998,,,,,basketball,,,
Campo da calcio di Transacqua,46.17867164999999,11.834710633333332,,,,,soccer,True,,artificial_turf
,46.179077400000004,11.835781866666666,,,,,basketball,False,,tartan
,46.17307146,11.82767336,,,,,tennis,,,
,46.19242357142856,11.827196928571428,,,,,mtb;skateboard;bmx;cycling,True,,grass
,45.88801473333333,10.863943744444445,,,,,field_hockey,True,,artificial_turf
,45.952225,10.641968279999999,,,,,soccer,,,
,45.89317568,10.844553860000001,,,,,tennis,,,
,45.835362599999996,10.55150528,,,,,tennis,,,
Centro Sportivo Darzo Carlo Maffei,45.836410980000004,10.55166016,,,,,soccer,,,grass
,45.884633542857145,10.844231142857142,,,,,tennis,True,,clay
Bocciodromo,45.89339475384616,10.84080983076923,,,,,boules,,,
,45.84282748,10.584629080000001,,,,,tennis,,,
,45.884927899999994,10.86052734,,,,,basketball,True,,asphalt
,46.04520526,11.2104532,,,,,soccer,,,
,46.123847239999996,10.755649360000001,,,,,tennis,,,
,46.124900499999995,10.756081219999999,,,,,basketball,True,,concrete
,46.12250904,10.754426760000001,,,,,soccer,True,,ground
,46.12262828,10.753887619999999,,,,,beachvolleyball,True,,
Campo da calcio,46.39489962,11.145233659999999,,,,,soccer,,,
,45.92034605714286,10.866453885714284,,,,,soccer,,,
Centro Sportivo Guaita,46.02455954,10.94206556,,,,,soccer,,,
campo calcio 2,46.13819464,10.764625500000001,,,,,soccer,,,grass
,46.13744276,10.764114,,,,,basketball,,,concrete
,46.13662724,10.763420980000001,,,,,football,,,
,46.28517166,11.550048899999998,,,,,soccer,,,
,46.271834266666666,11.419535750000001,,,,,soccer;tennis,,,fine_gravel
,46.271766480000004,11.418955120000001,,,,,bowls,True,,tartan
,46.288543419999996,11.42754138,,,,,tennis,,,
,46.288254959999996,11.426333460000002,,,,,tennis,,,
,46.071099100000005,11.13816838,,,,,soccer,,,
,46.011262020000004,11.29001032,,,,,soccer,True,,grass
,46.01702926,11.2900405,,,,,tennis,,,
,46.42153208,11.675455320000001,,,,,tennis,,,
,46.29316612,11.43951976,,,,,soccer,,,
,46.14803628,10.76590306,,,,,soccer,False,,grass
Campo sportivo Pineta,46.153443333333335,10.758454583333334,,,,,soccer,False,,grass
Campo sportivo Cereghini,46.1523392,10.75961768,,,,,soccer,True,,grass
,45.88625456,10.73604108,,,,,beachvolleyball,False,,sand
,46.057070120000006,11.12034148,,,,,soccer,,,
,46.06095210000001,11.120070683333333,,,,,soccer,,,
,46.06099765999999,11.12065602,,,,,soccer,,,
,46.06096096,11.12036462,,,,,soccer,,,
,46.06091863333334,11.119790166666666,,,,,soccer,,,
,45.88363705,11.029015833333332,,,,,basketball,,,
Polsa Tennis Camp,45.782613219999995,10.940442019999999,,,,,tennis,,,
Palagarda,45.90655279166668,10.865378783333334,,,,,basketball,,,
,45.9004527,10.869198966666668,,,,,basketball,,,
,45.89375954615385,10.719645038461538,,,,,soccer,True,,artificial_turf
,45.87941728,11.02911072,,,,,soccer,,,artificial_turf
,45.88023014,11.029816139999998,,,,,tennis,,,
,45.88048656666667,11.030123183333332,,,,,tennis,,,
,45.87983416,11.029523459999998,,,,,tennis,,True,
,45.88008504444444,11.029129555555556,,,,,tennis,,,
Circolo Tennis Villa Lagarina,45.91725723333334,11.029385249999999,,,,,tennis,,,
,46.00533282,11.08978304,,,,,soccer,False,,grass
Campo da tennis,45.922745,11.0070844,,,,,tennis,,,
,46.25387522,11.06253034,,,,,tennis,,,
,45.88694868333334,11.0088006,,,,,basketball,False,,concrete
,46.26493562857143,11.08544114285714,,,,,tamburello,,,
,46.26447928333334,11.084602400000001,,,,,soccer,,,
,46.26655468,11.0977785,,,,,soccer,,,
,46.274950739999994,11.03105836,,,,,soccer,,,
,46.2177124,11.085767720000002,,,,,tennis,,,
,46.21757742,11.08542158,,,,,tennis,,,
,46.218177159999996,11.09600168,,,,,soccer,True,,artificial_turf
,46.21931896,11.08554492,,,,,soccer,,,
,46.20873202,11.09744244,,,,,skating,,,
,46.20877942,11.0964623,,,,,tamburello,,,
,45.852409720000004,10.986518649999999,,,,,soccer,,,
,45.8538040125,10.983305699999999,,,,,archery,True,,
,46.21700392857143,11.085702314285713,,,,,boules,,,
,46.00328866,11.28754294,,,,,soccer,,,
,46.004381640000005,11.28607222,,,,,soccer,,,
,46.0032065,11.28773172,,,,,volleyball,,,
,46.0040347,11.28596604,,,,,tennis,,,
,46.21655932,11.08712922,,,,,tennis,,,
,45.86482288,10.88153066,,,,,basketball,True,,clay
,45.84669276000001,10.980346380000002,,,,,basketball,,,
,46.06130613333334,11.120708233333332,,,,,basketball,,,artificial_turf
,46.2196559,11.0466173,,,,,soccer,,,
,46.2596059,11.028772,,,,,soccer,,,artificial_turf
,46.21880488000001,11.046383180000001,,,,,soccer,,,artificial_turf
,46.297223380000005,11.025279059999999,,,,,soccer,,,
,46.23712898,11.02344724,,,,,tennis,,,
,46.237792080000006,11.0231512,,,,,soccer,,,
,46.2644255,11.053498000000001,,,,,soccer,,,grass
,46.24933385999999,11.015513720000001,,,,,soccer,,,
,45.87663256,10.93557442,,,,,basketball,True,,grass
,45.87646629333333,10.93538758,,,,,soccer,True,,grass
Campo da Tamburello,45.86705394999999,10.934873633333334,,,,,tennis,,,
,46.283677250000004,11.482016,,,,,soccer,,,
,45.79625752,11.023419919999998,,,,,soccer,,,
,46.06612775999999,11.124793399999998,,,,,volleyball,,,asphalt
,46.168507139999996,11.08679116,,,,,soccer,True,,artificial_turf
,46.169159560000004,11.086878480000001,,,,,soccer,,,
,45.92093627999999,10.86607399,,,,,basketball,,,
,46.06398254,11.12191136,,,,,soccer,,,concrete
,46.0555401,11.12737992,,,,,beachvolleyball,,,sand
,46.057297659999996,11.126128079999999,,,,,table_tennis,,,
,46.05708212,11.126058320000002,,,,,beachvolleyball,,,sand
,45.91920897999999,11.061118099999998,,,,,soccer,,False,grass
,45.918704559999995,11.06190054,,,,,volleyball,,,
,45.91890424,11.06217256,,,,,soccer,,False,artificial_turf
Palestra Comunale,45.91938126842105,11.064251410526316,,,,,volleyball,,,
,45.9195159,10.90655836,,,,,soccer,,,
,45.91394425,10.90372451,,,,,soccer,,,
Circolo Tennis Ledro,45.877387925,10.767567416666665,,+39 0464 508740,,http://www.ctledro.it,tennis,,,
,45.87679902,10.76841756,,,,,beachvolleyball,,,sand
,45.91597507777778,10.887383366666667,,,,,soccer,,,
,46.165220240000004,11.113042020000002,,,,,boules,,True,
,46.0644692,11.153455049999998,,,,,soccer,True,,grass
,46.06478914,11.1513889,,,,,tennis,,,
,46.061831340000005,11.11970006,,,,,soccer,,,
,46.041428079999996,11.138837120000002,,,,,basketball,,,
,46.03971926666667,11.138673366666666,,,,,tennis,,,
Campo sportivo,46.177702599999996,11.257298359999998,,,,,soccer,,,
,46.15205502,11.22448468,,,,,soccer,,,
Campo sportivo,46.22159402,11.291222520000002,,,,,soccer,,,
,46.063137639999994,11.12603536,,,,,table_tennis,True,,
,46.053016320000005,11.130071419999998,,,,,basketball,,,
,46.05274497999999,11.13010242,,,,,soccer,,,
Campo sportivo,46.19693613333333,11.263765166666667,,,,,soccer,,,
,46.1844818,11.012963439999998,,,,,boules,,True,
,46.1838335,11.01230166,,,,,soccer,,,
,45.897635779999995,11.044236600000001,,,,,soccer,,,
,46.24364988000001,11.3421684,,,,,soccer,,,
,45.936849711111115,10.811795,,,,,tennis,,,
,46.36261116,11.025831199999999,,,,,soccer,,,
,46.344466260000004,11.027926959999999,,,,,soccer,,,
,46.34287746,11.027500839999998,,,,,tennis,,,
,46.343260580000006,11.0302438,,,,,soccer,,,
,46.36264094,11.026103639999999,,,,,beachvolleyball,,,
,46.36260966,11.02630794,,,,,tennis,,,
,46.36610658571429,11.038287014285713,,,,,soccer,,,
,46.073428660000005,11.148011879999999,,,,,tennis,,,
,45.91768926666667,10.833444766666666,,,,,soccer,,,
,45.94286974,11.110587480000001,,,,,basketball,,,
,45.94255194,11.11025776,,,,,tennis,,,asphalt
,46.42365597999999,11.68312512,,,,,basketball,,,concrete
Campo Sportivo,46.248272400000005,11.180181919999999,,,,,soccer,,,
Tennis,46.24884244,11.1808511,,,,,tennis,,,
,46.090126839999996,11.118883579999999,,,,,volleyball,False,,artificial_turf
,45.94593655999999,10.620481860000002,,,,,soccer,,,
,45.93010962,11.04531798,,,,,tennis,,,
,46.01094484,11.28892826,,,,,soccer,,,grass
,46.011270259999996,11.2879847,,,,,soccer,,,artificial_turf
Campo,45.79630192,10.971805159999999,,,,www.saccone.info,soccer,True,,grass_paver
,46.191618240000004,11.13174832,,,,,soccer,,,grass
Campo da Tennis,46.0463505,10.949261680000001,,,,,tennis,,,artificial_turf
Campo Sportivo,46.02827271111111,10.982752266666665,,,,,soccer,,,
,45.968948669999996,10.914592870000002,,,,,soccer,True,,grass
,45.96848971111111,10.913839033333332,,,,,soccer,True,,
Campo da Calcio,45.994756380000005,10.9787122,,,,,soccer,,,
,45.995363319999996,10.97838088,,,,,tennis,,,
Campo da Calcio,45.995283719999996,10.97958584,,,,,soccer,,,
,45.87153576,10.7615375,,,,,beachvolleyball,,,
Centro Polifunzionale,46.06981862000001,11.05537474,,,,,basketball;volleyball,,,
,45.97094468333333,10.939833533333335,,,,,soccer,,,
Campo di Tamburello,45.97262095,10.93479656,,,,,paddle_tennis,,,
Rech-Hof Tennis,45.91808314,11.18701506,,,,,tennis,,,grass
,45.91837492,11.19094206,,,,,tennis,False,,artificial_turf
,45.91806352,11.19123354,,,,,tennis,False,,clay
,46.04295188,10.7653515,,,,,tennis,,,
,45.91018914,11.184979700000001,,,,,tennis,,,
Circolo Tennis,46.0332501,10.723214899999999,,,,,tennis,,,
,46.033179260000004,10.72346732,,,,,tennis,,,
Campo Albaredo,45.856189560000004,11.05795966,,,,,soccer,,,
,46.2148074,11.1240518,,,,,soccer,,,
,46.21677034,11.12654854,,,,,soccer,,,
,46.225254340000006,11.12198234,,,,,tennis,,,
,46.225156516666665,11.119342366666666,,,,,tennis,,,
,45.75341211999999,10.99929344,,,,,tennis,,,
,45.75346142,10.999002679999998,,,,,tennis,,,
"Stadio ""Mutinelli""",45.75989128000001,11.00804452,,,,,soccer,,,
,45.924611760000005,11.210363099999999,,,,,tennis,,,grass
Casae,45.780465580000005,11.12318044,,,,,soccer,,,
Campo di Calcio AC Fassa,46.41657424,11.67714592,,,,,soccer,True,,grass
,46.4160239,11.677845459999999,,,,,soccer,True,,artificial_turf
,46.41617172,11.67762928,,,,,tennis,True,,artificial_turf
Antistadio Quercia,45.90206152,11.0375238,,,,,soccer,,,grass
,45.901068620000004,11.0374582,,,,,soccer,True,,grass
,45.9079206,11.01308684,,,,,tamburello,,,
,45.75846743999999,11.0083388,,,,,basketball,,,
Crossodromo Ai Laghi,45.93437578378378,10.806274402702703,,,,,motor,,,
,46.17717374,11.10432484,,,,,tennis,,,
,46.06477872,11.080736519999999,,,,,tennis,,,
,46.05368124,11.071887259999999,,,,,tennis,,,
,46.31662648,11.11815904,,,,,soccer,True,,grass
,46.37919212857143,11.029108800000001,,,,,soccer,,,
,46.31320784,10.794775679999999,,,,,soccer,,,
,46.31372552,10.794413259999999,,,,,basketball,,,
,46.3139636,10.79573312,,,,,tennis,,,
,46.314029600000005,10.79606348,,,,,tennis,,,
,46.2140348,10.82279198,,,,,tennis,,,
,46.30951227999999,10.738784120000002,,,,,soccer,True,,grass
,46.25683234,10.58360438,,,,,soccer,,,
,45.893017199999996,11.15189346,,,,,bowls,,,
,45.89218906,11.1524285,,,,,soccer,,,
,45.89254992,11.151147040000001,,,,,tennis,,,
,46.28245361999999,11.557210699999999,,,,,soccer,True,,grass
Sferisterio comunale di Tesero,46.2829279,11.517235020000001,,,,,tamburello,True,,
Centro del Fondo Fiemme 2013,46.281055748275854,11.523551496551725,,,,,nordic_ski,,,
,46.44043748,11.019865399999999,,,,,soccer,,,
,46.22845074000001,10.827531780000001,,,,,tennis,True,,compacted
,46.243389560000004,10.83953542,,,,,tennis,,,
,46.24463668,10.8397206,,,,,tennis,,,
,46.30428756,10.8124215,,,,,soccer,,,
,46.16994624,11.00352658,,,,,tennis,True,,clay
,46.170241540000006,11.003772099999997,,,,,tennis,True,,clay
,46.17043534,11.0032617,,,,,tennis,,,
,46.17119262,11.005519620000001,,,,,tennis,True,,artificial_turf
,46.170345600000005,11.00347674,,,,,tennis,,,
,46.1701357,11.00301298,,,,,tennis,,,
,46.17057656,11.006138539999998,,,,,soccer,,,
,46.17005134,11.00324098,,,,,tennis,,,
,46.14026630000001,10.961961920000002,,,,,tennis,True,,clay
,46.14186818,10.95596508,,,,,soccer,True,,artificial_turf
,46.138373859999994,10.961181999999999,,,,,beachvolleyball,False,,sand
,46.14007996,10.96265714,,,,,tennis,True,,clay
,46.13987578,10.96272038,,,,,tennis,True,,clay
,46.171029239999996,11.066268560000001,,,,,soccer,,,
,45.987252760000004,10.676438860000001,,,,,soccer,,,
,46.21542916000001,11.123014880000001,,,,,tennis,,,
,46.21507668,11.12336856,,,,,tennis,,,
,45.83487888,10.55141888,,,,,tennis,,,
,45.891750585714284,10.605594514285713,,,,,soccer,,,
,46.08789686666666,11.043853583333332,,,,,soccer,,,
Campo sportivo Meano,46.12914886,11.12006636,,,,,soccer,,,
,46.3235727,11.07194856,,,,,soccer,,,
,46.104533616666664,11.11089065,,,,,basketball,,,
,46.14892217999999,11.093788960000001,,,,,soccer,,,
,46.099552800000005,11.10981994,,,,,soccer,,,
,46.05084394000001,11.129576740000001,,,,,soccer,True,,
,46.14454930000001,11.18586208,,,,,tennis,,,
,46.14379598,11.18551768,,,,,soccer,,,
,46.11192794,11.1040781,,,,,basketball,,,
,46.04755084285715,11.421305885714286,,,,,tennis,,,
,46.04729822857143,11.422038428571426,,,,,tennis,,,
,46.046966125,11.4230091,,,,,tennis,,,
,46.047053285714284,11.422781228571427,,,,,soccer,,,
,46.047464850000004,11.421520899999999,,,,,tennis,,,
,46.04719965714286,11.422237299999997,,,,,tennis,,,
,46.047646433333334,11.4210923,,,,,tennis,,,
,46.04591434,11.42013714,,,,,soccer,,,
,46.04688024285714,11.423225442857143,,,,,tennis,,,
,46.0489106,11.4109591,,,,,tennis,,,
,46.03324626,11.115419319999999,,,,,tennis,,,
,46.073249372727275,11.114557990909091,,,,,tennis,,,artificial_turf
,46.29789066,11.02531468,,,,,basketball,,,
,45.94154594,10.641393779999998,,,,,soccer,,,artificial_turf
Bocciodromo,46.00737678,11.130472300000001,,,,,boules,,,
,46.050626820000005,10.776413680000001,,,,,bowls,,,
,46.05068718,10.77619594,,,,,tennis,,,
Campo Sportivo Preore,46.04524276,10.7546268,,,,,soccer,True,,grass
,46.04268656000001,10.73160196,,,,,beachvolleyball,,,sand
Bocciodromo Sesena,46.04306464,10.730988120000001,,,bocce.tioneditrento@gmail.com,,bowls,,,
,46.042134499999996,10.730723600000001,,,,,skateboard,,,
,46.04250038,10.73118916,,,,,basketball,,,
,46.044836759999995,10.75192522,,,,,tennis,,,
,46.07007724,11.0527115,,,,,soccer,True,,grass
,46.07046064,11.05336734,,,,,soccer,True,,artificial_turf
,45.91928922,10.60279332,,,,,tennis,,,
,45.91959270000001,10.603548,,,,,soccer,,,
,46.12065932,11.2129367,,,,,soccer,,,
,46.095157040000004,11.19919062,,,,,tennis,,,
,46.09114473333333,11.18191925,,,,,soccer,,,
,46.09229582,11.17969126,,,,,tennis,,,
,46.12042276,11.2135276,,,,,soccer,,,
,46.07840678333333,11.141909716666666,,,,,basketball,,,
,46.129881999999995,11.204351399999998,,,,,tennis,True,,tartan
Campo volo levico,45.998119307692306,11.295135507692306,,,,http://www.gavs-trentino.it/,model_aerodrome,,,
,46.19903411578948,11.203330884210525,,,,,equestrian,,,
,46.06451522,11.2426569,,,,,soccer,,,
,46.06600312,11.22938332,,,,,soccer,,,
,46.065943880000006,11.231081280000001,,,,,basketball,,,
,46.07169058,11.23325964,,,,,soccer,,,
,46.03677078,11.23450188,,,,,tennis,False,,asphalt
,46.11380334,11.6182493,,,,,tennis,,,
,45.98486362,11.26835736,,,,,soccer,True,,grass
,45.99387366,11.261643699999999,,,,,tennis,,,
,46.059179179999994,11.61507824,,,,,tennis,,,
,46.06760756,11.604365519999998,,,,,tennis,,,
,46.059827600000006,11.61552698,,,,,soccer,,,
,46.0675368,11.60344482,,,,,soccer,,,
centro sportivo Parti,46.057776080000004,11.62823264,,,,,soccer,,,grass
,46.069829119999994,11.586515460000001,,,,,soccer,,,
,46.04404228333333,11.562154216666668,,,,,tennis,,,
,46.04488511428571,11.562554642857146,,,,,soccer,,,
,46.081800380000004,11.55968752,,,,,soccer,,,
,46.070933720000006,11.511774740000002,,,,,tennis,,,
Campo sportivo,46.0663288125,11.4998186875,,,,,soccer,,,grass
Campo tennis,46.0670382,11.500404280000001,,,,,tennis,,,
,46.067532,11.49296446,,,,,soccer,,,
,46.06822340000001,11.49307946,,,,,team_handball,,,
,46.0706376,11.48524188,,,,,tennis,,,
,46.07030551999999,11.484435659999999,,,,,soccer,,,
,46.0561694,11.470052860000001,,,,,rugby_union,,,grass
,46.07740292,11.449183620000001,,,,,soccer,,,
,46.0768956,11.449030480000001,,,,,soccer,,,
,46.05307618333333,11.492518283333334,,,,,soccer,,,
,46.008943419999994,11.13442756,,,,,tennis,,,
,46.01396684,11.28804774,,,,,tennis,,,
,46.013526840000004,11.28910278,,,,,tennis,,,
,46.39986524,11.069359780000003,,,,,tennis,,,
,46.39753876,11.067454559999998,,,,,soccer,,,
,46.404043539999996,11.1492243,,,,,soccer,,,
,46.3930968,11.051589719999999,,,,,soccer,,,
,46.39289722,11.05091668,,,,,tennis,,,
,46.4101396,10.96864968,,,,,soccer,True,,artificial_turf
Campo da Tennis,46.38986916,11.135247799999998,,,,,tennis,,,
,46.400581579999994,11.002487920000002,,,,,soccer,,,
